pris,pris_kvm,prisant,verditakst,BOAProm,energi,boligtype,vest,dummyGrünneløkkaSagene,dummyFrogner,dummySt.Hanshaugen,dummyGamleOslo,solgt,byggeår,alder
3550000,55484,3000000,3000000,66,G,Leilighet,1,0,0,0,0,2014,1955,59
3550000,48729,3690000,3900000,73,D,Leilighet,1,0,0,0,0,2014,1990,24
3550000,77174,2990000,3200000,46,E,Leilighet,1,0,0,0,0,2014,2005,9
3525000,52794,3250000,3250000,68,C,Leilighet,1,0,0,0,0,2014,1952,62
3500000,55744,3200000,3200000,69,G,Leilighet,1,0,0,0,0,2014,1959,55
3500000,43210,3200000,3200000,81,E,Leilighet,1,0,0,0,0,2014,1984,30
3500000,61423,3500000,3500000,59,F,Leilighet,1,0,0,0,0,2014,1987,27
3490000,49857,3490000,3550000,70,E,Leilighet,1,0,0,0,0,2014,1977,37
3450000,51331,3450000,3450000,68,G,Leilighet,1,0,0,0,0,2014,1890,124
3450000,61607,3390000,3450000,56,D,Leilighet,1,0,0,0,0,2014,2007,7
3400000,48607,3150000,3150000,70,G,Leilighet,1,0,0,0,0,2014,1950,64
3400000,55624,3390000,3400000,64,G,Leilighet,1,0,0,0,0,2014,1951,63
3400000,52308,3350000,3600000,65,G,Leilighet,1,0,0,0,0,2014,1953,61
3400000,53125,3600000,3600000,64,D,Leilighet,1,0,0,0,0,2014,2005,9
3360000,56000,3300000,3300000,60,E,Leilighet,1,0,0,0,0,2014,1996,18
3350000,51975,3500000,3600000,65,G,Leilighet,1,0,0,0,0,2014,1918,96
3350000,49263,3000000,3000000,71,F,Leilighet,1,0,0,0,0,2014,1967,47
3330000,75682,3000000,3050000,44,D,Leilighet,1,0,0,0,0,2014,2006,8
3325000,77326,3150000,3300000,43,C,Leilighet,1,0,0,0,0,2014,2007,7
3300000,47826,3200000,3200000,69,E,Rekkehus,1,0,0,0,0,2014,1977,37
3300000,73333,3450000,3450000,45,C,Leilighet,1,0,0,0,0,2014,2005,9
3300000,64715,2950000,3000000,51,D,Leilighet,1,0,0,0,0,2014,2007,7
3260000,54386,3000000,3000000,60,G,Leilighet,1,0,0,0,0,2014,2005,9
3250000,62530,3250000,3250000,52,D,Leilighet,1,0,0,0,0,2014,2004,10
3225000,63235,3250000,3200000,51,F,Leilighet,1,0,0,0,0,2014,2006,8
3200000,50000,3600000,3600000,64,E,Leilighet,1,0,0,0,0,2014,1982,32
3200000,58182,3000000,3000000,55,E,Leilighet,1,0,0,0,0,2014,1985,29
3200000,47761,3200000,3200000,67,F,Leilighet,1,0,0,0,0,2014,1986,28
3200000,50794,2990000,3100000,63,D,Rekkehus,1,0,0,0,0,2014,1993,21
3170000,59841,2950000,3000000,53,D,Leilighet,1,0,0,0,0,2014,2005,9
3160000,50968,2990000,3200000,62,G,Leilighet,1,0,0,0,0,2014,1860,154
3160000,51564,2150000,2150000,68,G,Leilighet,1,0,0,0,0,2014,1959,55
3150000,60194,3050000,3050000,53,D,Leilighet,1,0,0,0,0,2014,2001,13
3128000,59779,2950000,2950000,53,D,Leilighet,1,0,0,0,0,2014,2001,13
3100000,40260,2990000,3000000,77,G,Leilighet,1,0,0,0,0,2014,1954,60
3100000,52719,3000000,3000000,59,G,Leilighet,1,0,0,0,0,2014,1967,47
3100000,48489,3100000,3100000,64,E,Leilighet,1,0,0,0,0,2014,1993,21
3100000,64583,3000000,3000000,48,D,Leilighet,1,0,0,0,0,2014,2005,9
3100000,67391,3100000,3100000,46,C,Leilighet,1,0,0,0,0,2014,2005,9
3075000,59135,2990000,3300000,52,F,Leilighet,1,0,0,0,0,2014,1940,74
3060000,72857,2990000,3200000,42,C,Leilighet,1,0,0,0,0,2014,2007,7
3055000,67889,2690000,2750000,45,C,Leilighet,1,0,0,0,0,2014,2006,8
3050000,61000,2990000,3100000,50,E,Leilighet,1,0,0,0,0,2014,1996,18
3050000,58684,2900000,2900000,52,G,Leilighet,1,0,0,0,0,2014,2004,10
3050000,67778,2690000,2750000,45,D,Leilighet,1,0,0,0,0,2014,2006,8
3000000,50263,3000000,3000000,60,G,Leilighet,1,0,0,0,0,2014,1954,60
2990000,54364,2650000,2650000,55,G,Leilighet,1,0,0,0,0,2014,1914,100
2990000,43508,2750000,2750000,69,G,Rekkehus,1,0,0,0,0,2014,1959,55
2990000,57175,3100000,3100000,53,E,Leilighet,1,0,0,0,0,2014,2001,13
2990000,63617,2990000,3000000,47,C,Leilighet,1,0,0,0,0,2014,2005,9
2980000,62083,2890000,3000000,48,C,Leilighet,1,0,0,0,0,2014,2007,7
2970000,49520,2900000,2900000,60,G,Leilighet,1,0,0,0,0,2014,1985,29
2940000,44507,2990000,3000000,69,F,Leilighet,1,0,0,0,0,2014,1959,55
2930000,38553,2990000,3100000,76,G,Leilighet,1,0,0,0,0,2014,1975,39
2920000,69524,2750000,2750000,42,D,Leilighet,1,0,0,0,0,2014,2006,8
2900000,50877,2950000,2950000,57,F,Leilighet,1,0,0,0,0,2014,1976,38
2900000,58000,2650000,2650000,50,C,Leilighet,1,0,0,0,0,2014,2001,13
2890000,44104,2890000,2950000,67,F,Leilighet,1,0,0,0,0,2014,1952,62
2850000,57000,2790000,2800000,50,G,Leilighet,1,0,0,0,0,2014,1953,61
2850000,45968,2950000,3100000,62,E,Leilighet,1,0,0,0,0,2014,1975,39
2850000,61957,2690000,2750000,46,C,Leilighet,1,0,0,0,0,2014,2006,8
2835000,52500,2900000,2900000,54,G,Leilighet,1,0,0,0,0,2014,1983,31
2825000,44058,2850000,3000000,66,G,Leilighet,1,0,0,0,0,2014,1958,56
2800000,44765,2690000,2700000,64,G,Leilighet,1,0,0,0,0,2014,1952,62
2800000,63636,2690000,#NULL!,44,E,Leilighet,1,0,0,0,0,2014,2006,8
2800000,63636,2950000,3000000,44,E,Leilighet,1,0,0,0,0,2014,2007,7
2800000,65116,2650000,2650000,43,C,Leilighet,1,0,0,0,0,2014,2008,6
2800000,65116,2550000,2600000,43,D,Leilighet,1,0,0,0,0,2014,2010,4
2760000,42462,2790000,2900000,65,E,Leilighet,1,0,0,0,0,2014,1976,38
2760000,60000,2650000,2800000,46,G,Leilighet,1,0,0,0,0,2014,1991,23
2750000,48246,2690000,#NULL!,57,D,Leilighet,1,0,0,0,0,2014,1975,39
2750000,63953,2590000,2600000,43,C,Leilighet,1,0,0,0,0,2014,2010,4
2725000,59239,2800000,2800000,46,D,Leilighet,1,0,0,0,0,2014,1991,23
2720000,64762,2600000,2600000,42,D,Leilighet,1,0,0,0,0,2014,2006,8
2700000,60000,2550000,2600000,45,D,Leilighet,1,0,0,0,0,2014,2006,8
2700000,69259,2690000,2700000,39,C,Leilighet,1,0,0,0,0,2014,2011,3
2690000,50755,2690000,2700000,53,D,Leilighet,1,0,0,0,0,2014,2006,8
2675000,63223,2490000,2550000,43,F,Leilighet,1,0,0,0,0,2014,1983,31
2670000,74167,2400000,2400000,36,D,Leilighet,1,0,0,0,0,2014,2006,8
2610000,59377,2150000,2300000,45,F,Leilighet,1,0,0,0,0,2014,1982,32
2610000,56739,2550000,2550000,46,E,Leilighet,1,0,0,0,0,2014,2006,8
2600000,35135,2850000,2850000,74,E,Leilighet,1,0,0,0,0,2014,1974,40
2600000,33766,2690000,2850000,77,F,Leilighet,1,0,0,0,0,2014,1976,38
2550000,56931,2300000,2300000,45,G,Leilighet,1,0,0,0,0,2014,1972,42
2550000,44737,2600000,2700000,57,F,Leilighet,1,0,0,0,0,2014,1976,38
2550000,52041,2490000,2550000,49,E,Leilighet,1,0,0,0,0,2014,1979,35
2550000,60774,2690000,2800000,42,C,Leilighet,1,0,0,0,0,2014,2009,5
2525000,68895,2490000,2600000,37,F,Leilighet,1,0,0,0,0,2014,1962,52
2525000,54891,2490000,2500000,46,D,Leilighet,1,0,0,0,0,2014,1992,22
2510000,58426,2290000,2330000,43,E,Leilighet,1,0,0,0,0,2014,2005,9
2500000,44359,2390000,2500000,58,F,Leilighet,1,0,0,0,0,2014,1984,30
2500000,75758,2390000,2500000,33,C,Leilighet,1,0,0,0,0,2014,2006,8
2500000,55556,2490000,2600000,45,C,Leilighet,1,0,0,0,0,2014,2006,8
2490000,43684,2500000,2500000,57,D,Leilighet,1,0,0,0,0,2014,1976,38
2480000,56376,2300000,2300000,44,D,Leilighet,1,0,0,0,0,2014,2007,7
2475000,48555,2490000,2500000,52,G,Leilighet,1,0,0,0,0,2014,1952,62
2450000,53716,2050000,2050000,46,F,Leilighet,1,0,0,0,0,2014,1973,41
2450000,70000,2350000,2350000,35,C,Leilighet,1,0,0,0,0,2014,2006,8
2425000,41967,2390000,2600000,58,D,Leilighet,1,0,0,0,0,2014,1988,26
2400000,61538,2390000,2400000,39,D,Leilighet,1,0,0,0,0,2014,2008,6
2350000,47000,2390000,2400000,50,F,Leilighet,1,0,0,0,0,2014,1961,53
2270000,73226,2190000,2200000,31,D,Leilighet,1,0,0,0,0,2014,2008,6
2250000,55190,2200000,2200000,41,F,Leilighet,1,0,0,0,0,2014,1960,54
2250000,67233,2250000,2250000,34,F,Leilighet,1,0,0,0,0,2014,1976,38
2210000,48498,1980000,1980000,46,E,Leilighet,1,0,0,0,0,2014,1973,41
2200000,55000,2100000,2000000,40,F,Leilighet,1,0,0,0,0,2014,1963,51
2200000,62857,2090000,2200000,35,C,Leilighet,1,0,0,0,0,2014,2006,8
2200000,64706,2300000,2300000,34,D,Leilighet,1,0,0,0,0,2014,2006,8
2075000,67448,1790000,1900000,31,D,Leilighet,1,0,0,0,0,2014,1973,41
2030000,49277,1900000,1900000,45,G,Leilighet,1,0,0,0,0,2014,1956,58
2000000,49799,1990000,2070000,43,G,Leilighet,1,0,0,0,0,2014,1960,54
2000000,44709,1990000,2100000,45,D,Leilighet,1,0,0,0,0,2014,1972,42
2000000,65028,1940000,1950000,31,D,Leilighet,1,0,0,0,0,2014,1973,41
1950000,35477,2100000,2100000,57,G,Rekkehus,1,0,0,0,0,2014,1959,55
1920000,62361,1850000,1900000,31,G,Leilighet,1,0,0,0,0,2014,1974,40
1850000,64104,1750000,1750000,29,F,Leilighet,1,0,0,0,0,2014,1962,52
1850000,60102,1800000,1800000,31,D,Leilighet,1,0,0,0,0,2014,1973,41
1850000,43109,2200000,2600000,43,F,Leilighet,1,0,0,0,0,2014,1983,31
1750000,60803,1490000,1550000,31,G,Leilighet,1,0,0,0,0,2014,1969,45
1720000,59621,1670000,1670000,29,E,Leilighet,1,0,0,0,0,2014,1962,52
1700000,53968,1690000,1800000,34,G,Leilighet,1,0,0,0,0,2014,1969,45
1650000,55025,1550000,1600000,30,G,Leilighet,1,0,0,0,0,2014,1964,50
1630000,50455,1690000,1800000,34,E,Leilighet,1,0,0,0,0,2014,1964,50
1540000,51598,1600000,1600000,30,D,Leilighet,1,0,0,0,0,2014,1972,42
1130000,16377,#NULL!,#NULL!,69,D,Leilighet,1,0,0,0,0,2014,2008,6
#NULL!,69343,9500000,9500000,137,G,Rekkehus,1,0,0,0,0,2014,1937,77
#NULL!,43833,9950000,10300000,227,F,Enebolig,1,0,0,0,0,2014,1987,27
